Author_id,Name
375,Barbara Delinsky
376,P. D. James
377,Arthur W. Upfield
378,Christopher Rice
379,Rex Stout
380,Joan Anderson
381,Vance Havner
382,Warren W. Wiersbe
383,Max Lucado
384,Larry Crabb
385,Barry Neil Kaufman
386,Bob Sjogren
387,Frederick J. Moody
388,Neal Pirolo
389,William Sleator
390,Antoine De Saint-Exupery
391,Richard Bach
392,Kevin Sullivan
393,Michele Morgan
394,Scott Cunningham
395,David Allen Hulse
396,Richard Webster
397,Bernard King
398,Pat Hutchins
399,William Shakespeare
400,Roma Gill
401,Melissa McClone
402,Cheryl St. John
403,Lewis Carroll
404,Martin Gardner
405,Mark Twain
406,Mary Crow Dog
407,Richard Erdoes
408,Linda Gordon
409,Florence King
410,Alice Sebold
411,Spalding Gray
412,Thomas Harris
413,Edward Rutherfurd
414,Margaret Atwood
415,Dorothy Allison
416,Maya Angelou
417,Edith Wharton
418,Mary Brave Bird
419,John G. Neihardt
420,Vine Deloria Jr.
421,Roland Warren
422,Johnny Molloy
423,James McCourt
424,Wayne Koestenbaum
425,Elizabeth Wurtzel
426,Bill Bradley
427,Don Miguel Ruiz
428,Paul Lester
429,Leo Tolstoy
430,Simon Nye
431,Robert A Johnson
432,Marc Gascoigne
433,Stephanie Maze
434,Sandra Dallas
435,Anne McCaffrey
436,David Gemmell
437,Laura Zigman
438,Margaret Truman
439,Mark C. Young
440,Paula Danziger
441,Tony Ross
442,Richard A. Lupoff
443,Bruce Coville
444,Carrie A. Bebris
445,Ellen Carol Dubois
446,Candice F. Ransom
447,Sam Bobrick
448,Julie Stein
449,Price Stern Sloan
450,Anna
451,Vogel
452,Malvina (Editor) Sewell
453,Marian Leighton
454,Donna K. Grosvenor
455,James L. Stanfield
456,Mary Wollstonecraft Shelley
457,D. J. Arneson
458,Eva Clif
459,Valerie Block
460,Luanne Rice
461,Ellen Gilchrist
462,Tim Gautreaux
463,Richard Russo
464,Jostein Gaarder
465,Anna Quindlen
466,Diane Johnson
467,Wally Lamb
468,Adeline Yen Mah
469,Barbara Ehrenreich
470,Dorothy Dunnett
471,John LeCarre
472,Singer Media Corporation
473,Emily Dickinson
474,Hazel Harrison
475,Joseph Girzone
476,Joseph F. Girzone
477,Lorraine Anderson
478,Ad Hudler
479,Josephine Carlton
480,Ted L. Nancy
481,Jerry Seinfeld
482,Francis Wheen
483,Ellen Rimbauer
484,Joyce Reardon
485,Steven Rimbauer
486,Sidney Sheldon
487,Christopher Moore
488,Pamela Johnson
489,Robert Lacey
490,Tim Dorsey
491,Jodi Compton
492,Elmore Leonard
493,Lynn Coady
494,John Lawton
495,Eileen Yin-Fei Lo
496,Tilden Edwards
497,Vikram Seth
498,Elizabeth Gaskell
499,Elizabeth Porges Watson
500,Anita Diamant
501,Lauren Haney
502,Gerald Stern
503,Martha Grimes
504,Henry James
505,Sarah Orne Jewett
506,William Carlos Williams
507,Rh Value Publishing
508,Harry Kemelman
509,Mil Millington
510,Suzanne G. Farnham
511,Joseph P. Gill
512,R. Taylor McLean
513,Czeslaw Milosz
514,Margaret Guenther
515,Roberto Juarroz
516,Mary Crow
517,Hans Kmoch
518,Barnie F. Winkelman
519,Emma Mclaughlin
520,Nicola Kraus
521,Paul Jennings
522,Mark E. Neely Jr.
523,Stephen J. Weininger
524,Frank R. Stermitz
525,Larry Katzenstein
526,David Steinman
527,Alfie Kohn
528,Paula Polk Lillard
529,David Lewis
530,Billie Livingston
531,Adele Lang
532,Jen Banbury
533,Patricia Daniels Cornwell
534,Catherine Coulter
535,Dominick Dunne
536,Clive Cussler
537,John Pascal
538,Carl Hiaasen
539,Diane Stevenson
540,Jonathan Safran Foer
541,Francesca Marciano
542,Julia Glass
543,Tawni O'Dell
544,Jennifer Weiner
545,Danielle Steel
546,Leon Hale
547,Russell Banks
548,Samuel Taylor Coleridge
549,Bradley P Warshauer
550,Bradley P. Warshauer
551,Bobbie Ann Mason
552,Karen Robards
553,Emma Lathen
554,Faye Kellerman
555,Jacquelyn Mitchard
556,Diane Mott Davidson
557,Candace Bushnell
558,Kristin Hannah
559,Michael Marshall
560,Allen Widome
561,Wilbur Smith
562,Mike Thaler
563,Jared Lee
564,Michael Slade
565,John Sandford
566,John Camp
567,Tami Hoag
568,Ted Dekker
569,Angela Hunt
570,C. S. Lewis
571,C. S Lewis
572,Will Eisner
573,Robin Cook
574,E. Lynn Harris
575,Linda Goodman
576,Anne Rice
577,Judith Rossner
578,Marilyn French
579,Wayne W. Dyer
580,Armistead Maupin
581,Julie Morgenstern
582,Peter Straub
583,James Maybrick
584,Shirley Harrison
585,Barbara Taylor Bradford
586,Lisa Jackson
587,Sharyn McCrumb
588,Cokie Roberts
589,Shana Corey
590,Mark Teague
591,Jesse S. Ostrow
592,Charles Shaw
593,Justine Korman
594,Bill Langley
595,Ron Dias
596,Walt Disney P
597,Patricia Reilly Giff
598,Beverly Cleary
599,K.A. Applegate
600,Jane Yolen
601,Golden Books
602,Marvin Miller
603,Craig Boldman
604,H. G. Wells
605,Raymond James
606,Jim Deal
607,Bobbie Kalman
608,Mercedes Lackey
609,Dorothy Gilman
610,MoveOn.org
611,Christopher Finch
612,Charles Frazier
613,Julia Spencer-Fleming
614,Fannie Flagg
615,Laura Ingall Wilder
616,Brooke Zimmer
617,John Fontana
618,Lisa Gardner
619,Tracy Dockray
620,Gertrude Chandler Warner
621,Lynn S. Hightower
622,Eric Schlosser
623,Suzanne Brockmann
624,Gail Carson Levine
625,Frances Kuffel
626,Susan Conant
627,David Schickler
628,Judith McNaught
629,Janet Evanovich
630,Sylvia Plath
631,Ilona Koidahl
632,Fern Michaels
633,Betsy Byars
634,Bruce Sterling
635,Sarah Ban Breathnach
636,Alice Hoffman
637,Lisa Scottoline
638,Spencer Johnson
639,Kenneth Blanchard
640,David Feldman
641,Kas Schwan
642,Richard Bausch
643,Katie Fforde
644,James Burke
645,Bliss Broyard
646,Sara Paretsky
647,Charles Webb
648,Elizabeth Benedict
649,Stanley Morison
650,Brooke Crutchley (editor)
651,Mike P
652,Henry Miller
653,David Whyte
654,Thomas Cummings
655,Warren Bennis
656,Gretchen M. Spreitze
657,Martha Beck
658,Desmond Tutu
659,Clayborne Carson
660,Kris Shepard
661,Andrew Young
662,Jack Kerouac
663,Ann Charters
664,Martin Buber
665,Walter Kaufmann
666,Niccolò Machiavelli
667,N. H. Thompson
668,Paul Monette
669,Ernest Hemingway
670,Melody Carlson
671,Alisa Kwitney
672,Billie Letts
673,Melissa Bank
674,Rena Kornreich Gelissen
675,Heather Dune Macadam
676,Moon Unit Zappa
677,Ted Mooney
678,Susan Wiggs
679,Gwyn Hyman Rubio
680,Elisabeth Robinson
681,Audrey Niffenegger
682,Tim Farrington
683,Chaim Potok
684,Scott Spencer
685,V. S. Naipaul
686,Jean Giono
687,Anne-Marie Marina-Médiavilla
688,Alain-Fournier
689,Daniel Leuwers
690,Erich Maria Remarque
691,Alzir Hella
692,Olivier Bournac
693,Roy Lewis
694,René Barjavel
695,Alexandra David-Néel
696,Charles Baudelaire
697,Marie-Jeanne Durry
698,Yves Florenn
699,Jacques Chambon
700,Henri Robillot
701,Radiguet
702,Emile Zola
703,Henri Mitterand
704,Willi Glasauer
705,Louis Pergaud
706,Collectif
707,Robert A. (Anson) Heinlein
708,Sten Nadolny
709,Cheryl Benard
710,Edit Schlaffer
711,Christa Wichterich
712,John Blofeld
713,Christine Obbo
714,Peter B Heim
715,Hera Lind
716,Jane Hamilton
717,Jack Higgins
718,Max Allan Collins
719,David Guterson
720,Bernhard Schlink
721,Carol Brown Janeway
722,Eric Jerome Dickey
723,Patricia Gaffney
724,Richard Paul Evans
725,Marc Levy
726,Laney Katz Becker
727,Vladimir Nabokov
728,Jennifer Lauck
729,Joe Keenan
730,Jeanne Ray
731,Tony Parsons
732,Jane McCafferty
733,Laura Esquivel
734,Cathleen Toelke
735,Carol
736,Thomas
737,J.R.R. Tolkien
738,Venise Berry
739,Jan Karon
740,Cormac McCarthy
741,Carol Higgins Clark
742,Andrew Gross
743,Travis Thrasher
744,John McEnroe
745,John Kaplan
746,Sally Mandel
747,Linda Lay Shuler
748,Janet Dailey
749,Claude Lanzmann
750,Simone De Beauvoir
751,Lemony Snicket
752,Brett Helquist
753,Matthew Thomas
754,Boris Vian
755,Noël Arnaud
756,Claude Couffon
757,Luis Sepulveda
758,Hubert Selby
759,Jacob Weisberg
760,David Lodge
761,Lily Seafield
762,Philip Ardagh
763,Iain Banks
764,David Crombie
765,John Steinbeck
766,Michael O'Mara
767,Richard Brassey
768,William Vance
769,Jean Van Hamme
770,R. W. Holder
771,From The Editors Of Southwater
772,Bernard Werber
773,Andy Sloss
774,Allan Zola Kronzek
775,Elizabeth Kronzek
776,Charles L Squire
777,Gordon Jarvie
778,Alan Spence
779,Helene Siegel
780,Karen Gillingham
781,A A Milne
782,A. A. Milne
783,Eric Thompson
784,Elizabeth Strout
785,David Sedaris
786,Leslie Feinberg
787,Chris Anne Wolfe
788,Lauren Sanders
789,Gael Baudino
790,Lauren Maddison
791,Carol Anshaw
792,Jean Stewart
793,Emma Donoghue
794,Deborah E. McDowell
795,Karen X. Tulchinsky
796,Jill Thompson
797,Jody Seay
798,Manda Scott
799,Jeff Foxworthy
800,Terry Brooks
801,A.C. Crispin
802,Madelyn Arnold
803,Tamora Pierce
804,Carolyn Chute
805,Sara Orwig
806,Melisa Michaels
807,Isobel Bird
808,Frederik Pohl
809,C. M. Kornbluth
810,Vonda McIntyre
811,John Varley
812,Nancy Garden
813,Nicola Griffith
814,Julie Campbell
815,Lee Smith
816,Jacqueline Woodson
817,Pat Summitt
818,Richard Belzer
819,Nick Hornby
820,Andrew L Johnson
821,Marian Babson
822,Kathleen O'Neal Gear
823,W. Michael Gear
824,Paul Phifer
825,Peter Hoeg
826,Erma Bombeck
827,John Mortimer
828,E.L. Doctorow
829,Simon Schama
830,Frank Waters
831,Karen Hesse
832,Kenneth Oppel
833,S.D. Schindler
834,Carol Ryrie Brink
835,Richard Mantel
836,K. A. Applegate
837,Pauline Baynes
838,Shelly Roberts
839,Diane Duane
840,Carolee Brockman
841,Rachel Roberts
842,Shelley Roberts
843,Lensey Namioka
844,Jackie Eileen Behrend
845,Andrew Clements
846,Brian Selznick
847,Lois Lowry
848,Brother Yun
849,Paul Hattaway
850,Katherine Khodorowsky
851,Milena Moser
852,Patricia Highsmith
853,Gabriele Conrad
854,Lore Straßl
855,Jürgen Speh
856,Till R. Lohmeyer
857,Gabriele
858,Stephen R. Donaldson
859,Todd Herzog
860,Sander Gilman
861,John Borneman
862,Robert S. McElvaine
863,Bram Stoker
864,Michael A. Stackpole
865,Langston Hughes
866,Carol Matthews
867,Carole Matthews
868,Jacqueline L. Tobin
869,Raymond G. Dobard
870,Maude S. Wah
871,Marion Zimmer Bradley
872,Andrei Codrescu
873,Carolyne Aarsen
874,Jack Chapman
875,Anthony J Alessandra
876,Charles R Swindoll
877,Orson Scott Card
878,V. A. Howard
879,J. H. Barton
880,Steve Pieczenik
881,Walter P. Wilson
882,Bruce Fries
883,Marty Fries
884,Rush Limbaugh
885,Anne Dingus
886,Kate Chopin
887,Kirk Kazanjian
888,Donald Merriam Allen
889,William R. Maples
890,Michael Browning
891,Carl Hausman
892,Richard Peck
893,Michael Connelly
894,John Lescroart
895,John Jakes
896,Alice McDermott
897,Hilary Bailey
898,Howard Fast
899,Jessica Fletcher
900,Donald Bain
901,Eileen Goudge
902,Arnette Lamb
903,Piers A. Jacob
904,Michael Schulte
905,Walter Cronkite
906,Tom Mula
907,Lois Faye Dyer
908,Sharon Lamb
909,Sir Arthur Conan Doyle
910,Agatha Christie
911,Mark Cohen
912,Sherry Shahan
913,Betsy Haynes
914,Helen R. Myers
915,Della Rowland
916,Irving Adler
917,Elizabeth Peters
918,Shirlee Busbee
919,Emily Brontë
920,Frank Peretti
921,John A. Keel
922,Jan Gabriel
923,Rebecca Winters
924,Meg Cabot
925,Tanith Lee
926,Cathy Thacker
927,Richard Burton
928,Beverly Hastings
929,Savinien Cyrano De Bergerac
930,G. Strachan
931,James C. Robertson
932,Teresa Southwick
933,Barbara H. Solomon
934,Judith Guest
935,Sandra Field
936,Helen Brooks
937,Blanche Fisher Wright
938,Blanche Fish Wright
939,George Gately
940,Dean R. Koontz
941,James Lee Burke
942,Michael Chabon
943,Barbara Michaels
944,Norton Juster
945,Jules Feiffer
946,Michael Blake
947,John Bellairs
948,Carole Nelson Douglas
949,William Goldman
950,Marc Reisner
951,Mark Bowden
952,Jonathan Pearce
953,Emily Bronte
954,Alain De Botton
955,Chuck Palahniuk
956,E. Annie Proulx
957,Adam Davies
958,Harry M. Walker
959,Nicholas Evans
960,L.M. Montgomery
961,Hermann Vinke
962,David Mitchell
963,Charles Bukowski
964,Haruki Murakami
965,Jay Rubin
966,Frances Hodgson Burnett
967,Gabriela Dellosso
968,Patricia C. Wrede
969,Jack London
970,Alex Kershaw
971,Bruce Wilkinson
972,David Kopp
973,Malcolm Goodway
974,Ann-Marie MacDonald
975,Linda Howard
976,Sue Miller
977,Sheri S. Tepper
978,Dr. Seuss
979,Theodor Seuss Geisel
980,Tobias Wolff
981,Isaac Bashevis Singer
982,Maurice Sendak
983,Gary Zukav
984,Alfred H. Kelly
985,Herman Belz
986,Winifred A. Harbison
987,John M. Cooper
988,D. S. Hutchinson
989,John M. Coop
990,B Kliban
991,Judy Blunt
992,William Trevor
993,Alice Walker
994,Stephen Gazi
995,Wallace Stegner
996,Don DeLillo
997,Ralph Ellison
998,Shel Silverstein
999,Jhumpa Lahiri
1000,Liz Trigg
1001,Tessa Evelegh
1002,Stewart Walton
1003,Sally Walto
1004,Charles Sullivan
1005,Tom Robbins
1006,Ursula Hegi
1007,Samuel Richardson
1008,George Sherburn
1009,Valerie Martin
1010,Gill Farrer-Halls
1011,John Mordock
1012,Myron Korach
1013,Susan Bowes
1014,Diana Gabaldon
1015,Zadie Smith
1016,Natalie Goldberg
1017,Sue Grafton
1018,William J. Kennedy
1019,Bob Shacochis
1020,Randy Alcorn
1021,Nancy Cobb
1022,Connie Grigsby
1023,Margriet De Moor
1024,Helga Van Beuningen
1025,Dale Carnegie
1026,Clifford Stoll
1027,Sandra Cisneros
1028,Gary Paulsen
1029,Marguerite Henry
1030,Wesley Dennis
1031,Sherry Garland
1032,Ann Druyan
1033,Kimberly Kirberger
1034,Ariella Papa
1035,Michael J. Rosen
1036,Dawn Chipman
1037,Pamela Nelson
1038,Mari Florence
1039,Naomi Wax
1040,Shannon Olson
1041,Naylor
1042,Karen Stolz
1043,Clare Naylor
1044,Stephen Chbosky
1045,Margaret Weis
1046,Tracy Hickman
1047,Ivan Doig
1048,Margaret Sayers Peden
1049,Sylvia Nasar
1050,Ha Jin
1051,Elizabeth Laird
1052,Harlan Ellison
1053,Margaret Sayers Peden From The Span
1054,David M. Gitlitz
1055,Dr. Linda Kay Davidson
1056,Wolfgang Hohlbein
1057,Christoph Hein
1058,Gaby Hauptmann
1059,Carolyn See
1060,Christa Wolf
1061,Thomas Brussig
1062,Piers Vitebsky
1063,Christopher A. Weidner
1064,Robert Silverberg
1065,Gabriele Haefs
1066,Christopher Tolkien
1067,H.P. Lovecraft
1068,Pamela Grim
1069,Arthur C. Clarke
1070,Jay Bennett
1071,J. Applegate
1072,Michael J. Straczynski
1073,John Myers Myers
1074,Reay Tannahill
1075,Jack Whyte
1076,Peter Matthiessen
1077,Paul Kent
1078,Robin McKinley
1079,Patricia McKillip
1080,Joan Vinge
1081,James
1082,Hank Whittemore
1083,Caroline Hebard
1084,Ellyn Satter
1085,Bill Brittain
1086,August Wilson
1087,Marilynne Robinson
1088,Sigrid Nunez
1089,Paul Auster
1090,Amanda Scott
1091,John Fowles
1092,Fodor's
1093,A'Lelia Bundles
1094,Dorothy L. Sayers
1095,Jude Deveraux
1096,Anne Morrow Lindbergh
1097,Laurie R. King
1098,Jeanne DuPrau
1099,Louise Erdrich
1100,Melinda Haynes
1101,Belle Yang
1102,Carol Shields
1103,Tim Powers
1104,Jean Lorrah
1105,John Beer
1106,Cordula Swoboda Herzog
1107,Barbara Erskine
1108,Annegrit Arens
1109,Susanne Höbel
1110,Hans J. Alpers
1111,Jerome D. Salinger
1112,Hermann Hesse
1113,Claudia Von Zglinicki
1114,Thorsten Futh
1115,Linda Lael Miller
1116,Anna Jennet
1117,Elaine Crawford
1118,Dian
1119,Jane Feather
1120,William R. Forstchen
1121,Spider Robinson
1122,Dennis L. McKiernan
1123,Rush
1124,Lionel Fenn
1125,Carole Halston
1126,Christine Rimmer
1127,BJ James
1128,Truman Capote
1129,Beth Nimmo
1130,Darrell Scott
1131,Steve Rabey
1132,Johann Wolfgang Von Goethe
1133,Michael Hulse
1134,Michael H
1135,Thomas Elsaesser
1136,Adrian Plass
1137,Bridget Plass
1138,Stephen Quirke
1139,James Herbert
1140,William Sutcliffe
1141,Janosch
1142,Jean De Brunhoff
1143,Jean DeBrunhoff
1144,Philippe Fix
1145,Claudia Keller
1146,F. Paul Wilson
1147,Wulf Bergner
1148,Arnold A. Lazarus
1149,Clifford N. Lazarus
1150,Christoph Tr
1151,Clarissa Pinkola Estés
1152,Mascha Rabben
1153,Virginia Allen Jensen
1154,Dorcas Woodbury Haller
1155,John Paul Allen
1156,Alan M. Clark
1157,Hubert Jr Selby
1158,G. B. Trudeau
1159,Gary Larson
1160,Garrison Keillor
1161,Berke Breathed
1162,Barbara Ann Kipfer
1163,Stephen Fried
1164,George Stephanopoulos
1165,Rita Mae Brown
1166,Elaine Showalter
1167,Elaine Showalte
1168,Cornelia Funke
1169,Oliver Latsch
1170,Stan Lee
1171,J Kirby
1172,Camille Paglia
1173,James Kahn
1174,Devra Newberger Speregen
1175,Richard
1176,James McBride
1177,Louis Sachar
1178,Adam Mccauley
1179,Eric Van Lustbader
1180,Robert Asprin
1181,B.M. Mooyaart
1182,Eleanor Roosevelt
1183,Marshall Govindan
1184,Nomi Eve
1185,Bruce Catton
1186,William Gibson
1187,Clement Eaton
1188,H.G. Wells
1189,Darrell K. Sweet
1190,Judy Collins
1191,Oliver Sacks
1192,Annette Broadrick
1193,Rachel Cohn
1194,Carolyn Keene
1195,Rachel Naomi Remen
1196,Jayne Ann Krentz
1197,Joan Smith
1198,Kaye Gibbons
1199,Bryn C. Collins
1200,Peter Jennings
1201,Todd Brewster
1202,Eliza Osborne
1203,Howard Norman
1204,John Griesemer
1205,Marly A. Swick
1206,John L'Heureux
1207,Molly Ivins
1208,Forrest Carter
1209,Umberto Eco
1210,Greg Bear
1211,Kathy Reichs
1212,Jeffrey Deaver
1213,Martin Cruz Smith
1214,V.C. Andrews
1215,Stephen Hill
1216,E.W. Heine
1217,Donna Fletcher
1218,Jeanne Larsen
1219,Bari Wood
1220,James Gould Cozzens
1221,Reidar Jonsson
1222,Marianne Ruuth
1223,June Vendall Clark
1224,Robert Reilly
1225,Kem Nunn
1226,Larry King
1227,Ernest J. Gaines
1228,Anne Lamott
1229,Bret Lott
1230,Zora Neale Hurston
1231,Jude Fisher
1232,Salman Rushdie
1233,G. P. Taylor
1234,Bill Bryson
1235,Ron Walotsky
1236,Judy Astley
1237,Roger E. Allen
1238,Margaret Tempest
1239,Maureen Bradley
1240,James Barclay
1241,Kahlil Gibran
1242,Libby Purves
1243,Jane Kirkpatrick
1244,Tess Gerritsen
1245,Olive Ann Burns
1246,Michael Ende
1247,Ralph Manheim
1248,Annie Proulx
1249,Corrie Ten Boom
1250,John Sherrill
1251,Elizabeth Sherrill
1252,Bodie Thoene
1253,Brock Thoene
1254,Marlo Schalesky
1255,Michael Paterniti
1256,Dorothy R. Miller
1257,Steve Martin
1258,Banana Yoshimoto
1259,Ann Rae Jonas
1260,Reader's Digest
