Isbn,Author_id
0553584383,134
0671027360,135
0812575954,136
0316735736,137
0743439740,138
0345372700,139
0380619458,140
0446325805,139
0451406923,141
0451406923,142
0451406923,143
0671042858,144
0743249992,145
0840734530,146
0425184226,147
0375500766,148
9724119378,149
0451205197,150
0060929790,151
0060976845,152
0061099325,153
0671004573,63
0446601640,154
0330484516,155
038572179X,156
0393020371,157
1900850303,158
1903019699,159
0345425294,160
0451410319,161
0553583468,162
0380778556,163
0451525221,164
0451525221,165
0002740230,166
0385336772,167
0440949424,168
0505524996,169
0140252800,170
0451452755,171
0812575482,172
044651747X,154
0060801263,173
0061030147,174
0061030147,175
0140250964,176
0446527165,177
0671461494,178
0385337639,179
039575514X,180
0451206673,181
0330332775,182
0486284735,59
0486284735,183
0671021745,184
0671047612,184
0671504282,184
0399138684,185
0785263292,186
0785263292,187
0830714014,188
0345354931,189
0553278223,190
3150000335,191
3150000335,192
3257203659,190
3257203659,193
3257207522,194
3257207522,195
3257208626,190
3257208634,190
3257208634,196
3257208669,190
3257208669,197
3257210450,190
3257210450,198
3257212054,190
3257212429,190
3257214154,190
3257214154,199
3257214154,200
3257216416,190
3257233051,201
3257233051,202
342311360X,203
3423116714,204
3423241489,205
3426605686,206
3426605686,207
3453212150,208
3462021095,209
3492045642,210
3492045642,211
3492045642,212
3498020862,213
3498020862,214
3499110695,215
3499110695,216
3499110695,217
3499110695,218
3499151502,215
3499151502,216
3499151502,217
3518111000,219
3518111000,195
3548254268,220
3570300099,208
3570300099,221
3596292646,222
0060977493,223
0312872682,224
0316602906,131
0316693006,131
0345311396,52
0345378490,42
0345404793,52
0345433173,225
0375400117,226
0375705856,227
0380717018,228
0380718332,229
0380754509,230
0380754509,231
038076654X,232
0380807866,232
0385316895,233
0385497466,25
0385508042,25
0385509456,234
0385511612,25
0385730586,235
0425164403,236
0440234964,237
0446605484,131
0446610399,238
0449006522,239
0449911004,225
0451162072,144
0451186648,240
0452282152,241
051513290X,242
0553580388,243
0590598848,244
0590629719,245
0671023616,64
0671027387,135
0684848783,246
0743486226,135
0786863986,247
0803251718,248
0804117934,249
140003180X,250
155874262X,18
155874262X,19
155874262X,251
0060987103,252
0151008116,253
0375704965,254
0525947647,255
0804111359,256
1558744150,18
1558744150,19
1558744150,20
0435272683,257
0316782505,137
006102063X,258
0060013117,258
0060199563,258
006052779X,259
006052779X,260
0060563079,261
0060809027,262
0061040967,258
0061040967,263
0061050474,258
0061052515,258
0061052523,258
0064472264,264
0140620664,59
0312148267,265
0312156960,266
0312890044,267
034543191X,268
034543191X,269
0373836023,270
0375751513,271
0375751513,272
0375801677,273
0375801677,274
0375814248,275
0375814248,276
0375823352,96
037582345X,96
0375823468,96
0380730448,208
0380973839,190
0385327773,277
0394586239,278
0439510112,279
0440241413,280
0451409256,281
0451523415,282
0451526279,59
0451526279,283
0451526341,284
0486415864,285
0553280589,286
0571197639,57
0670035262,287
0670035262,288
0670035262,289
0670035262,290
0679423079,285
0679751343,278
0684833395,291
0743245024,292
0749748001,293
0749748028,293
0963094424,269
1401201172,294
1401201172,295
1401201172,296
1563892278,269
1563892278,297
1563892278,298
1563892278,299
1563898586,294
156971620X,269
156971620X,300
1592571301,301
0374270325,302
0375719180,303
0440235502,304
044023722X,25
1573225487,305
1853260673,88
0060977477,306
0345391691,307
0520011171,308
0520011171,309
0553278746,310
0670856045,311
0670856045,312
0872200760,313
0872200760,314
0872200760,315
0937858994,316
0937858994,317
0937858994,318
0671649949,319
0590431110,320
0064470113,321
0553571486,322
0972044205,323
0312963009,324
0345430476,325
0345435869,326
0345435869,327
0380728729,328
038081840X,329
038081840X,330
0449912302,331
055329198X,332
0671018930,333
0812541642,334
0312988699,335
0486282112,336
0486282112,183
0670815373,337
0385313748,338
1575843366,339
0684193957,64
0345371984,178
0345371984,340
0380730138,341
1573228737,342
9681500555,343
0380711109,344
0452283914,345
0425120279,147
067153484X,346
0380728273,347
0446606197,348
0771076002,349
0771076002,350
0771088191,351
1559703237,352
3596214629,353
3596214629,354
0062770500,355
0671847546,356
0060188731,357
0140374248,275
0140374248,358
0142001740,359
0142001740,360
0142001740,361
0195086295,362
0195086295,363
0195086295,364
0312995423,135
0380704587,365
0380815923,366
0385416342,25
0385418493,367
038542471X,25
0425098109,368
0449005410,369
0449202631,370
0449207544,370
0515128554,371
0517577402,178
0590450875,372
0590450875,373
0590450875,374
0590481371,372
0590481371,373
067103619X,375
0684177730,376
0684180200,377
0743411269,375
0743470389,378
076218857X,379
0767905938,380
0800706544,381
0801096677,382
0849953014,383
0891091963,384
0915811537,385
0927545373,386
1575024179,387
1880185008,388
0140345809,389
0156528207,390
0380012863,391
0451154916,392
0785815147,393
0875421288,394
1567184294,395
156718796X,396
1862047626,397
0020437501,398
0198320264,399
0198320264,400
0373196989,401
0373245580,402
0451527747,403
0451527747,404
0671867113,63
0812504208,405
0060173289,152
0060973897,406
0060973897,407
006101351X,306
0140104682,408
0312143370,409
0316666343,410
039456894X,411
0440224675,412
0449002632,413
0449213773,414
0452279690,415
0553569058,414
0679427430,416
0679725393,417
0802114369,418
0803233019,419
0803233019,420
0819154946,421
0897322339,422
0940322978,423
0940322978,424
1573225126,425
1579651658,426
1878424319,427
0600586898,428
1853260622,429
1857938011,430
0060804157,431
0140382658,432
0152012966,433
0312283784,434
0345297709,189
0345313097,189
0345335465,435
0345416848,436
0385333404,437
044021145X,25
0449212084,438
0553582682,439
0590947257,440
0590947257,441
074345829X,442
074345829X,443
0786913878,444
0801491827,445
0816729913,446
0843136685,447
0843136685,448
0843136685,449
0866119531,450
0866119531,451
0866119531,452
0866119566,285
0866119566,453
0870441663,454
0870441663,455
1561561428,456
1561561428,457
1561561428,458
0553210092,164
0553258524,435
0688163726,337
1569471096,459
055358099X,460
0316168815,410
014023828X,312
0316314927,461
0345424719,352
0375414746,462
0375726403,463
0385503857,414
0425156842,464
0440226104,465
0452277337,466
0553802488,62
0671021001,467
0767903579,468
0805063897,469
0679777431,470
0553285343,471
0486285529,472
0671002481,181
0812523385,473
0895774666,474
0020199090,475
0385495145,476
0679733825,477
0842329129,68
0842329129,69
0345451260,478
0740700235,479
0380973545,480
0380973545,481
0393321576,482
0743424425,144
0786868015,483
0786868015,484
0786868015,485
0446610178,486
0684854953,487
0684854953,488
0743229878,63
0380617625,489
0380732335,490
0385337132,491
0440235057,492
0445402040,492
0618119760,493
0871138646,494
0026329859,495
0060621257,496
0060915544,57
0060917016,57
0060925000,497
0060932759,286
0061000280,153
0192815318,498
0192815318,499
0312195516,500
0380792664,501
0393048977,502
0399137807,185
039914739X,64
0451203046,66
0451410556,503
0451523318,504
0486281965,505
0486292940,506
051762639X,507
0684824442,417
0743458303,508
081296666X,509
0819215635,510
0819215635,511
0819215635,512
0880011025,513
1561011525,514
1877727083,515
1877727083,516
0486206173,517
0486206173,518
0312278586,519
0312278586,520
0140370900,521
0674511255,522
0030096189,523
0030096189,524
0312965745,525
0345374657,526
0395710901,527
080521061X,528
0823032612,529
0679310002,530
0312288115,531
0316171107,532
0380710218,533
0515118656,534
0553289063,535
0671000306,536
0671673688,63
1561672033,537
0425178242,538
0425178242,539
0618173870,540
0156027321,253
0375403582,541
0385721420,542
0451202341,543
0743418190,544
0385335407,545
0965746828,546
0060923245,547
0486272664,548
0786015276,549
0786015276,550
0060913509,551
0553272837,371
0440225078,552
0312145543,553
0425181111,62
0380732688,554
0140286276,555
0373484100,371
0449907481,369
0553107305,556
080213825X,557
0515127833,371
0345441133,558
0515134279,559
0945586051,560
0385490992,25
0385424728,25
0312980388,561
0590419625,562
0590419625,563
0385472951,25
0451195663,564
0425182878,565
0425182878,566
0553564528,567
055356451X,567
0743412621,63
0849943728,568
0849943450,569
084994371X,568
0590406019,570
0020442408,571
0553225987,572
042517736X,573
0671868713,138
038549825X,574
0553202294,575
0345313860,576
0345369947,576
067170124X,577
0345353625,578
0308102282,579
006017143X,580
0805056491,581
0679401377,582
1562827049,583
1562827049,584
0385306032,545
0816152446,585
0821772953,586
0345379454,587
0553576925,162
0743206053,63
0688169678,588
0439319552,589
0439319552,590
0590870157,591
0590870157,592
0307001164,593
0307001164,594
0307001164,595
0307001164,596
0440441501,597
0590687301,598
0439061644,599
0439569842,600
0439569842,590
0307118703,601
0590418858,602
030720152X,603
0816728739,604
0816728739,605
0816728739,606
0865050880,607
0812519655,608
0812524853,608
0449211770,609
193072229X,610
0812521129,608
0345251733,611
1400077826,612
0312995431,613
0312312628,613
0446394521,614
0590021117,615
068484267X,246
068484267X,616
068484267X,617
0553578693,618
0380709260,598
0380709260,619
0807565288,620
0312986769,613
0345413377,96
0345413369,96
0679893105,96
0061096091,621
0345369068,587
0451184718,587
0449209121,609
0060938455,622
080411952X,623
0060575808,624
0060558865,624
0767912918,625
0553298860,626
0385335679,627
0440122090,66
0671525832,628
0553279572,190
0061009059,629
0060930187,630
0516076272,631
0679450432,52
0821775863,632
0821770209,632
0670855758,633
0553562819,634
0446364193,131
0446519138,635
0425179672,636
0061042943,637
0399144463,638
0399144463,639
0965404560,156
006015781X,640
006015781X,641
0060930705,642
0312206763,643
0316116025,644
0156013967,645
0385314019,646
0743444167,647
0618231617,648
1567920047,649
1567920047,650
1567920047,651
0811203220,652
1573229148,653
0787955671,654
0787955671,655
0787955671,656
0425174484,657
0385496907,658
0446523992,659
0446523992,660
0446523992,661
0140185216,662
0140185216,663
0684717255,664
0684717255,665
0486272745,666
0486272745,667
0062507249,668
0684801221,669
1576737357,670
0060083298,671
0446672211,672
0140293248,673
0807070718,674
0807070718,675
0743213831,676
0345305477,677
0061080519,678
0142000205,679
0316735027,680
193156146X,681
015600710X,137
0062517856,682
0679767789,54
0449911683,683
0425169626,684
0449207757,683
0449245691,683
0140029400,685
0140021566,685
2253004022,686
2253004022,687
2253005274,688
2253005274,689
225300670X,690
225300670X,691
225300670X,692
2266084372,693
2070362388,694
2266029460,695
2253007102,696
2253007102,697
2253007102,698
2070417743,190
2070417743,699
2070417743,700
2266033689,701
2070384349,702
2070384349,703
207053880X,686
207053880X,704
2070334368,705
2290314951,706
229000510X,707
3492207006,708
3499177757,709
3499177757,710
3889774016,711
3502670005,712
0905762487,713
3499222604,711
3746670055,714
0140620427,59
3596144434,715
3442724686,223
3442724686,48
0385504209,135
0446525502,238
0385500769,716
0399147012,717
0670892963,182
0688180639,341
0316789089,137
0451197275,718
0425184129,331
0151001006,719
0385505833,25
0679442790,720
0679442790,721
0525943862,722
0609605925,558
0060191929,723
0743206045,63
0684864843,375
0684867818,724
0743406176,725
0380978539,726
0679603352,352
0679410430,727
0446523569,238
0671042556,728
0679450440,52
0140107649,729
0609606727,730
0446527793,238
0446531332,238
1570717257,731
0060192631,732
0385420161,733
0385420161,734
0385420161,735
0385420161,35
0385420161,736
0345339711,737
052594463X,738
039304016X,306
0399147128,371
0670031046,739
0394574745,740
0316969443,131
0743230051,63
0743230051,741
0316693200,131
0316693200,742
0684868911,724
0842336214,743
0399148582,744
0399148582,745
0684864320,375
0525944834,722
0345428900,746
0451176812,747
0671525794,140
0718144538,370
0446602086,748
0394551427,749
0394551427,750
0064407667,751
0064407667,752
0007100221,753
2253148539,754
2253148539,755
2253043974,151
2253043974,756
2020315491,757
0747549923,758
0743462335,759
0140253580,760
0947782141,761
057120354X,762
0349101779,763
0743222229,759
185479549X,764
0140292918,765
1854795554,766
1858813093,767
2871290911,768
2871290911,769
0198604025,770
1842151053,771
2253063339,772
1860198597,773
0767908473,774
0767908473,775
1842040154,776
0140622063,777
0571209521,762
2264009306,754
1841952931,778
0890877564,779
0890877564,780
1405200677,781
0416196772,782
0747538069,783
0375501347,784
0060927240,547
0316776963,785
156341029X,786
0060934719,269
1886383421,787
1888451084,788
0451450256,789
1555835953,790
0395877563,791
0962893862,792
1555834531,793
0393318435,794
0889740828,795
1563410443,415
1563899388,796
1563411148,797
0553579681,798
0553579673,798
0451181379,62
0786889160,799
0345370740,800
0553574175,801
0553574167,801
0553574159,801
0312287240,802
0679801146,803
0446300101,804
0821750410,805
0425142485,62
0451456548,806
0060006048,807
0312906552,808
0312906552,809
0440117291,810
0425049981,811
0374386676,812
0786886463,378
0345395379,813
0380788497,172
0307215342,814
0374343381,812
0345403339,815
0440226694,816
0440219604,816
0767903285,817
0345429176,818
038529929X,412
1573229571,819
0345418778,178
0517201658,365
0743211383,144
039914370X,338
1884777805,820
0312977905,821
0812521331,822
0812521331,823
0451205421,62
0894342789,824
0440218535,825
0449207595,826
0670844594,827
039457513X,828
0394559487,829
0804001944,830
0590897985,831
0689832877,832
0689832877,833
0689829698,834
0689829698,835
0439042917,836
0064409457,570
0064409457,837
0064405052,570
0064405052,837
043922165X,838
0152162445,839
0152162577,839
015216250X,839
1562477528,840
0439221676,841
0439221684,842
0439221684,841
0439221714,841
0439221706,841
0439221730,841
0440415993,843
0895872102,844
068983585X,845
068983585X,846
0345391802,178
0440219078,847
185424597X,848
185424597X,849
2080105434,850
349913358X,851
3257201761,852
3404121686,117
3404121686,853
3404121686,854
3404118960,117
3404118960,855
3404118960,856
3404118960,857
0345356578,858
0345346971,858
0753804700,720
0451155750,144
0786890436,483
0786890436,484
0786890436,144
0415928087,859
0415928087,860
0521427150,861
0812923278,862
0884111342,863
0345428544,864
0671694049,178
080901582X,865
0449006557,249
0373250339,866
0380820447,867
0385497679,868
0385497679,869
0385497679,870
0451454243,871
0941423042,872
0373871562,873
0553101439,107
0898151910,874
0835949362,875
0880701102,876
039914563X,147
0312853238,877
0688048730,878
0688048730,879
0425161722,147
0425161722,880
0385493800,25
0849916399,881
1928791107,882
1928791107,883
067175145X,884
0440211727,25
0877192820,885
0380002450,886
0793133955,887
0394178017,888
0425134350,147
0385479689,889
0385479689,890
0380754851,891
0380538504,892
044661162X,893
0671742566,628
0515122408,185
0440222818,894
0451204050,895
038533334X,896
0449131548,897
0440120470,898
0451188209,899
0451188209,900
0440130913,233
0449001954,438
0345404777,52
0451185277,901
0440224829,545
0671779338,902
0515134368,534
0380759497,189
0380759497,903
3442098424,576
3442098424,904
0394578791,905
1558505377,906
0373245696,907
0743201078,908
068983571X,909
0553256785,910
0892967994,911
0061064505,912
0061064505,913
1551668785,914
0836230868,915
0381999866,916
0380817144,917
0380752115,918
0553212583,919
0446364762,486
0425166619,573
061312975X,920
0765341972,921
0590514776,922
0373037430,923
0064472779,924
0553581279,925
0373750013,926
0393030342,927
0553561618,567
0312422156,272
0425139069,928
0450029956,929
0450029956,930
0130139165,931
0373196741,932
0451524489,886
0451524489,933
0140065172,934
044022165X,25
0373123485,935
0373123108,936
0590225170,937
0590225170,938
0399143165,573
044132231X,939
0425124347,940
0786889705,941
0312282990,942
0425137945,943
042512892X,943
0425113892,943
0394820371,944
0394820371,945
0449134482,946
014036336X,947
0375821813,538
0812516826,948
0345348036,949
0679420118,950
0871137380,951
0741409690,952
0741407213,952
0759612277,952
0741402858,952
1585007366,952
074141127X,952
0741403471,952
0741403781,952
0741403056,952
0741405784,952
0741402912,952
0553568760,243
034538184X,52
0140620125,953
0140620109,59
0375420827,954
0671745530,178
0805062971,955
0553211412,953
0671510053,956
1573229385,957
0945397410,958
0385334036,959
0060914653,222
0345347536,189
055321313X,960
3473540420,961
0375507256,962
0060529709,540
0876850867,963
0140274154,662
0679743464,964
0375704027,964
0375704027,965
0874067391,966
0874067391,967
0590484753,968
0451527038,969
0451527038,970
1590520777,971
1590520777,972
0590484672,968
0975311255,973
0743237188,974
0553586122,134
0553584510,618
0345341201,632
1551662744,975
0440175623,233
0440216842,233
0345443284,976
0553285653,977
0394800133,978
0394800133,979
0060972777,980
0064401472,981
0064401472,982
0156001942,73
055326382X,983
0345418018,352
0684801469,669
0393961192,984
0393961192,985
0393961192,986
9997522052,702
0872203492,313
0872203492,987
0872203492,988
0872203492,989
0312420145,213
0911104542,990
0375401318,991
0140253602,992
0671789422,993
1566193966,994
014016930X,995
0140077022,996
0679732764,997
0553273604,286
0553273914,286
0060256672,998
039592720X,999
1859671500,1000
1859671500,1001
1859671500,1002
1859671500,1003
0810935627,1004
0060928336,152
0671003755,467
0553268449,1005
0684844729,1006
0395051649,1007
0395051649,1008
0375705228,1009
038001503X,151
0835607860,1010
158574218X,1011
158574218X,1012
0806996021,1013
0440215625,1014
0316777730,785
0375501851,1015
0877733759,1016
0805019367,1017
0140070206,1018
0140236589,1019
0140042393,765
1590520653,1020
1590521994,1021
1590521994,1022
3446202218,1023
3446202218,1024
3499134446,580
067142517X,1025
0671726889,1026
0446601241,131
0451124340,144
0345384466,576
0446604801,131
0345422392,576
0679734775,1027
0440414717,1028
0689715625,1029
0689715625,1030
0812539389,925
0152013369,1031
0425124819,943
0345409469,82
0345409469,1032
1558747346,1033
0373250177,1034
0763615382,1035
0965975401,1036
0965975401,1037
0965975401,1038
0965975401,1039
0141001771,1040
068930935X,1041
0451523369,456
0786884622,1042
0449005569,1043
0671027344,1044
0786927089,1045
0786927089,1046
0684831058,1047
006019491X,286
006019491X,1048
0684819066,1049
0375420673,1050
0140368558,1051
0395353416,1052
0066211611,286
0066211611,1053
0312254164,1054
0312254164,1055
3453147243,1056
3746611229,1057
3492229336,1058
3453177800,1059
3423009152,1060
3596133319,1061
3822813397,1062
3426871874,1063
3453171977,1064
3423620005,464
3423620005,1065
034537522X,737
0345375211,737
0345375211,1066
034545829X,1067
0140042520,662
0380789035,269
0446677574,1068
0345358791,1069
0060964049,580
0380558483,1070
1558171398,1071
0425121046,1072
0441317502,1073
0804102279,1074
0812551389,1075
0345298985,858
0345316991,858
034531042X,858
0345310306,858
0345310292,858
034531011X,858
0679734058,1076
0451130448,717
0553266500,1077
0440206154,412
0345370775,42
0441366945,1078
0441366945,1079
0441366945,1080
0441366945,1081
0553574833,1082
0553574833,1083
0915950839,1084
0060242388,1085
0452265347,1086
0743457943,632
0373484224,371
0553205757,1087
0060171510,1088
0312421001,1089
0786000988,1090
0380789019,269
0451135989,1091
0380018179,365
0679004785,1092
0684825821,1093
0517395754,1094
067101420X,1095
0679457313,223
0394557433,1096
0553571656,1097
0312169787,500
0942257324,1098
0805008950,1099
0786866276,1100
0151000638,1101
0151000638,8
0140266771,1102
015644450X,993
0679723420,727
0441004016,1103
0671500546,1104
0140620338,271
0460878263,548
0460878263,1105
3257061269,201
3257061269,1106
3453210999,1107
3404126661,1108
3453177622,238
3453177622,1109
3453863593,1110
3499108518,1111
3518367064,1112
3453199766,1044
3746670144,1113
3746670144,1114
3453088433,1056
0425137015,1115
0425137015,1116
0425137015,1117
0425137015,1118
0553572490,1119
0553576976,107
0451450604,1120
0441001335,1121
0451454677,1122
0373257074,1123
0441435351,1124
0373092237,1125
0373057296,1126
0373058446,1127
0349103232,763
0571197779,222
0679745653,1128
0571200389,497
0785268480,1129
0785268480,1130
0785268480,1131
014044503X,1132
014044503X,1133
014044503X,1134
0851707777,1135
0006276199,1136
0551031123,1136
0551030682,1136
0551032510,1136
0551032510,1137
000649840X,246
0140431268,88
0099771519,226
0486265862,1138
067102535X,138
0876855575,963
0330376136,1139
0140272658,1140
3407780028,1141
3407780117,1141
3257250398,1142
3257250398,1143
3257250053,1142
3257250053,1143
3257250460,1144
3442435951,1145
3442435838,1146
3442435838,1147
3608919724,1148
3608919724,1149
3608919724,1150
3453132262,1151
3453132262,1152
379411664X,1153
379411664X,1154
340780573X,1141
3407805853,1141
0385720920,955
0385498721,955
0972948503,1155
0972948503,1156
0380813815,487
2070372294,81
2264030542,1157
0030615321,1158
0836217632,1159
0140099832,1160
0385314744,255
0316107417,1161
0894803700,1162
0449221164,370
0553801031,1163
0590457225,968
0316929190,1164
0553052845,1165
0140390693,282
0140390693,1166
0140390693,1167
0439404371,1168
0439404371,1169
0939766027,1170
0939766027,1171
0679741011,1172
0345307674,1173
0425071421,95
0345297687,435
0766607119,282
0766607119,1174
0766607119,1175
1573225789,1176
0380754843,1177
0380754843,1178
0345368940,435
0345331605,435
0425050807,1179
044100962X,1180
0553296981,343
0553296981,1181
0553296981,1182
1895383129,1183
0375724575,1184
067163884X,1185
0553140434,1186
0029087104,1187
0425050750,1188
0345285549,800
0345285549,1189
0345290240,800
0345301870,189
0451169530,144
067168390X,79
0385335881,280
0385335482,280
0553258001,352
0671679627,1190
0375704043,1191
0373871279,873
0373484070,1192
0805063889,469
068986020X,1193
0671568809,1194
1573228567,1195
0553582658,460
051513399X,1196
0373218400,371
0449217868,1197
0671573020,1198
0517006456,1199
0786867086,1200
0786867086,1201
1569471800,1202
0374216495,1203
0312274572,1204
0316825336,1205
0871137631,1206
0679419152,1207
0060192895,153
0826308791,1208
0140259198,1209
0345435249,1210
0441003257,269
0441003257,258
0451202503,587
0446606812,238
0671028375,1211
0451181468,1212
0399149759,347
0345384733,1213
0671759361,1214
0830724982,1215
0399146008,573
3442720001,1216
0515132632,1217
044990671X,1218
0688124402,1219
0929587081,1220
155970117X,1221
155970117X,1222
0688105408,1223
0871130297,1224
0440500095,1225
1570362084,1226
0060930535,57
0375702709,1227
044990928X,1228
0671038184,1229
0060916508,1230
0756401453,1231
0963270702,1232
0399242562,1233
0552996009,1234
0708881297,435
0708881297,1235
0142000663,765
0590542443,96
0590112899,96
0590660543,96
0345361792,352
0552999512,1236
041619513X,1237
0855030224,1238
0861638522,293
0861638522,1239
0575073314,1240
0575073004,1240
0394404289,1241
000636988X,1242
1578562333,1243
0345458915,1244
038531258X,1245
006092988X,173
0140317937,1246
0140317937,1247
0743225406,1248
0553256696,1249
0553256696,1250
0553256696,1251
0785263780,1252
0785263780,1253
0802433243,1254
0375413081,54
1400034779,250
038533303X,1255
0451163753,1091
0440414520,1256
0786885688,1257
0671880187,1258
1558506454,1259
0895773538,1260
0385247745,1261
0385247745,1262
0385293542,233
0802069347,1263
0671721038,1264
0671311891,443
0345387007,800
037570504X,1265
0767902521,1234
0892967048,1266
0553377868,1267
0553377868,1268
0472113658,1269
0609608444,1270
0670032425,1271
0915811332,1272
1558744606,18
1558744606,19
1558744606,20
080410753X,8
0451526503,405
0345325818,737
044023767X,1273
014131088X,1274
043909013X,1275
0140244824,1276
155643068X,1277
096478260X,1277
096478260X,1278
155643152X,1277
0553346768,1279
0884043142,1280
0743221990,1281
0312983212,1282
0553486411,1283
3478088534,1284
3821807059,1285
0865532168,1286
059040640X,1287
1566197155,966
0805210318,1288
0805210318,1289
031227999X,1290
0385508417,25
0385510438,25
0848705459,1291
0380723638,347
0718001044,1292
0307132668,1293
0812515722,1294
0373169876,1295
0890842795,1296
0385324057,1297
9505470010,190
0609602535,1298
0425185710,536
0061030651,1299
0425178773,717
0553575619,1300
0671578391,1301
0425095584,1302
0451409086,1303
031298250X,1282
006109594X,1299
0671527215,178
0486203077,1304
0671522817,1305
0618074716,1306
1400062888,1307
0618045996,1308
0312303033,1309
1931520038,1310
0671318314,1121
0553377876,1005
1558612815,1311
014025448X,739
0060934417,357
0671793489,63
0174434642,399
0174434642,1312
0679772677,1313
0312983824,110
0449149676,558
0449006344,558
0553568183,460
0451191153,1314
0451191153,1315
0440224624,959
0451523067,59
0451523067,1316
0743418174,544
0451526295,59
0451526295,283
0440214424,492
0451187903,59
0451187903,283
0385491050,414
0671036505,375
0553213504,1317
0446605891,1318
0394758285,194
0671004565,63
0345370805,1319
0375703055,1198
0156006529,137
0156006529,1320
0446673544,557
0140256369,151
0140256369,1321
0312243022,1322
0316789844,137
0679761837,1323
0385490445,414
0380725398,163
0345316770,1324
0375700757,612
0070212570,614
0385480016,1228
0061098361,723
0061093092,1324
0821758950,111
0679729917,275
0451411013,503
0446611239,1325
0446611239,1326
0553580078,1327
0425189414,717
0812909372,1328
0812909372,1329
0451410912,1330
0316781266,137
0486280616,405
0743405978,1331
0671032658,144
0446607835,1332
0446607835,1333
0451402103,1334
0373250223,1335
0380817683,1336
0671701053,1163
0671000381,1337
006101253X,1338
0671689231,1339
0380814021,924
0373711026,1340
0373710992,1341
0373711107,1342
0440217806,1343
0373711123,923
0373711115,1344
0373711131,1345
0061098795,153
0791423549,1346
0791423549,1347
0375725784,1348
0465016146,1349
0465016103,1349
0373226519,1350
0380012774,271
225313922X,772
0142004030,1351
0452281784,1352
0375704558,1353
038533656X,1354
0743230213,1355
0345436911,1356
0452284481,466
0802135196,1357
0440217520,646
0373834985,1358
0679450548,1359
0451135555,1360
0345339703,737
038039586X,1361
0670030643,1351
0060929596,1362
3499232871,1363
0374516901,1364
0440131480,1365
0609600745,1366
0609600745,1367
0375707425,1368
0375707425,721
3453151933,147
3453151933,87
3453151933,1369
0231105592,1370
0590317822,1371
014056232X,1372
0590447319,1373
0440940001,1374
0440401119,1375
0440203155,1376
0812565959,877
034536628X,1377
0880387483,1378
0880387300,1378
0880387300,1379
0425163385,565
0743444051,718
0061056103,1380
0671042262,1281
0425157539,565
0553585681,162
0553585118,162
0886777690,1381
0743212002,63
0743212002,741
3426650754,1382
1854877178,1383
0380803526,1384
0373152655,1385
0373152655,1386
0373152655,923
0451404033,1387
1583140352,1388
1854879073,1389
0821728326,1390
037348397X,371
0380773155,1391
0380773155,1392
3404100263,117
0679731148,1393
2070417700,1394
2070417700,1395
2070360075,669
0786889373,1396
2207245810,1394
2207250474,1394
2207250474,1397
2290331406,1394
2290331406,1398
2070426815,1394
2290305251,1394
2070364283,765
2266128566,1399
2070363104,1400
2253152277,201
2207252000,1401
2207252000,1402
2253170453,573
2723409821,1403
2723409821,1404
2070415686,1405
2070415686,1406
2258036992,1394
2207251756,1394
2266000489,694
2070360423,1407
0394822862,1408
0394822862,1409
0874493803,1410
1569870942,1411
1569870942,1412
1579730272,1413
1579730272,1414
1579730272,1415
0307177092,1416
2253004898,1417
0812094271,1418
0812094271,1419
0812094271,1420
0380600129,1421
0380600129,1422
0451522389,1188
0451522389,1423
0425169324,1424
082176828X,632
